case_id|page|lot|sell_order|type_prop|size1|size2|size3|price|tumbon|aumper|province|Law_Court_ID|deed_no|addrno|bit_time1|bit_time2|bit_time3|bit_time4|bit_time5|bit_time6|link|timestamp|lat|long|eval_unit_price|eva_unit
ผบ.3954/2563|21/50|นนทบุรี 5/2565 - 1|187 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|16.6|1746956.0|บางกระสอ|เมืองนนทบุรี|นนทบุรี|101|218707|64|1  13/01/2565 งดขาย 13/01/2565|2  03/02/2565 งดขาย 03/02/2565|3  24/02/2565 งดขาย 24/02/2565|4  17/03/2565 -|5  07/04/2565 งดขาย 07/04/2565|"6  28/04/2565 งดขาย 28/04/2565
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.3954&law_suit_year=2563&Law_Court_ID=101&deed_no=218707&addrno=64|2022-02-09 23:22:32.073971|13.86915793|100.51050279||38000
ผบ.1263/2563|22/1|นนทบุรี 5/2565 - 1|188 - 1|ห้องชุด|0|0|44.99|3351755.0|บางกระสอ|เมืองนนทบุรี|นนทบุรี|47|211473|411/121|1  13/01/2565 งดขายไม่มีผู้สู้ราคา 13/01/2565|2  03/02/2565 งดขายไม่มีผู้สู้ราคา 03/02/2565|"3  24/02/2565 -
คลิกเข้าร่วม"|"4  17/03/2565 -
คลิกเข้าร่วม"|"5  07/04/2565 -
คลิกเข้าร่วม"|"6  28/04/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.1263&law_suit_year=2563&Law_Court_ID=047&deed_no=211473&addrno=411/121|2022-02-09 23:22:41.214336|13.86683227|100.49082166||84000
ผบ.8472/2560|22/2|นนทบุรี 5/2565 - 1|189 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|16.0|829356.0|ไทรน้อย|ไทรน้อย|นนทบุรี|121|6562|79/304|1  13/01/2565 งดขาย 13/01/2565|2  03/02/2565 งดขาย 03/02/2565|3  24/02/2565 งดขาย 24/02/2565|4  17/03/2565 งดขาย 17/03/2565|5  07/04/2565 งดขาย 07/04/2565|6  28/04/2565 งดขาย 28/04/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.8472&law_suit_year=2560&Law_Court_ID=121&deed_no=6562&addrno=79/304|2022-02-09 23:22:44.141251|13.96567409|100.33859906||16000
ผบ.2951/2558|22/3|นนทบุรี 5/2565 - 1|191 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|51.2|2958675.0|บางสีทอง|บางกรวย|นนทบุรี|10|32396|22/88|1  13/01/2565 ขายได้ 13/01/2565|2  03/02/2565 ขายได้ 13/01/2565|3  24/02/2565 ขายได้ 13/01/2565|4  17/03/2565 ขายได้ 13/01/2565|5  07/04/2565 ขายได้ 13/01/2565|6  28/04/2565 ขายได้ 13/01/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.2951&law_suit_year=2558&Law_Court_ID=010&deed_no=32396&addrno=22/88|2022-02-09 23:22:46.307125|13.8160184|100.4825193||30000
ผบ.4831/2563|22/4|นนทบุรี 5/2565 - 1|192 - 1|ห้องชุด|0|0|33.0|1927200.0|บางกระสอ|เมืองนนทบุรี|นนทบุรี|101|133778|286/540|1  13/01/2565 งดขายไม่มีผู้สู้ราคา 13/01/2565|2  03/02/2565 งดขายไม่มีผู้สู้ราคา 03/02/2565|"3  24/02/2565 -
คลิกเข้าร่วม"|"4  17/03/2565 -
คลิกเข้าร่วม"|"5  07/04/2565 -
คลิกเข้าร่วม"|"6  28/04/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.4831&law_suit_year=2563&Law_Court_ID=101&deed_no=133778&addrno=286/540|2022-02-09 23:22:48.517713|13.86247726|100.50530341||75000
มย.116/2563|22/5|นนทบุรี 5/2565 - 1|193 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|16.7|1980480.0|ตลาดขวัญ(บางแพรก)|เมืองนนทบุรี(ตลาดขวัญ)|นนทบุรี|101|181653|39/181|1  13/01/2565 งดขายไม่มีผู้สู้ราคา 13/01/2565|2  03/02/2565 งดขายไม่มีผู้สู้ราคา 03/02/2565|"3  24/02/2565 -
คลิกเข้าร่วม"|"4  17/03/2565 -
คลิกเข้าร่วม"|"5  07/04/2565 -
คลิกเข้าร่วม"|"6  28/04/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%C1%C2.116&law_suit_year=2563&Law_Court_ID=101&deed_no=181653&addrno=39/181|2022-02-09 23:22:51.544094|13.85530784|100.51226991||30000
ผบ.2593/2563|22/6|นนทบุรี 5/2565 - 1|194 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|32.0|1760576.0|เสาธงหิน|บางใหญ่|นนทบุรี|101|94489|79/171|1  13/01/2565 โจทก์แถลงงดขาย 13/01/2565|2  03/02/2565 โจทก์แถลงงดขาย 03/02/2565|3  24/02/2565 โจทก์แถลงงดขาย 24/02/2565|4  17/03/2565 โจทก์แถลงงดขาย 17/03/2565|5  07/04/2565 โจทก์แถลงงดขาย 07/04/2565|"6  28/04/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.2593&law_suit_year=2563&Law_Court_ID=101&deed_no=94489&addrno=79/171|2022-02-09 23:22:55.245284|13.8902026|100.39178983||25000
ผบE.305/2564|22/7|นนทบุรี 5/2565 - 1|195 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|52.0|1246825.0|ทวีวัฒนา|ไทรน้อย|นนทบุรี|121|39704|52/2|1  13/01/2565 ถอนการยึด 13/01/2565|2  03/02/2565 ถอนการยึด 03/02/2565|3  24/02/2565 ถอนการยึด 24/02/2565|4  17/03/2565 ถอนการยึด 17/03/2565|5  07/04/2565 ถอนการยึด 07/04/2565|6  28/04/2565 ถอนการยึด 28/04/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BAE.305&law_suit_year=2564&Law_Court_ID=121&deed_no=39704&addrno=52/2|2022-02-09 23:22:58.304618|13.9308001|100.33632145||nodetail
16395/2538|22/8|นนทบุรี 5/2565 - 1|196 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|21.0|1040000.0|บางกระสอ|เมืองนนทบุรี(ตลาดขวัญ)|นนทบุรี|10|120257|70/122|1  13/01/2565 งดขายส่งประกาศมิชอบ 13/01/2565|2  03/02/2565 งดขายส่งประกาศมิชอบ 03/02/2565|"3  24/02/2565 -
คลิกเข้าร่วม"|"4  17/03/2565 -
คลิกเข้าร่วม"|"5  07/04/2565 -
คลิกเข้าร่วม"|"6  28/04/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=16395&law_suit_year=2538&Law_Court_ID=010&deed_no=120257&addrno=70/122|2022-02-09 23:23:01.559140|13.86174613|100.51024494||40000
ย.411/2543|22/9|นนทบุรี 5/2565 - 1|197 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|28.8|810800.0|บางบัวทอง|บางบัวทอง|นนทบุรี|12|99421|100/647|1  13/01/2565 งดขายส่งประกาศมิชอบ 13/01/2565|2  03/02/2565 งดขายส่งประกาศมิชอบ 03/02/2565|"3  24/02/2565 -
คลิกเข้าร่วม"|"4  17/03/2565 -
คลิกเข้าร่วม"|"5  07/04/2565 -
คลิกเข้าร่วม"|"6  28/04/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%C2.411&law_suit_year=2543&Law_Court_ID=012&deed_no=99421&addrno=100/647|2022-02-09 23:23:04.523767|13.94549842|100.39561828||16000
ธ.21223/2542|22/10|นนทบุรี 5/2565 - 1|198 - 1|ห้องชุด|0|0|28.4|411800.0|ปากเกร็ด(ตลาดขวัญ)|ปากเกร็ด(ตลาดขวัญ)|นนทบุรี|10|154610|15/638|1  13/01/2565 เจ้าพนักงานงดขาย 13/01/2565|2  03/02/2565 เจ้าพนักงานงดขาย 03/02/2565|"3  24/02/2565 -
คลิกเข้าร่วม"|"4  17/03/2565 -
คลิกเข้าร่วม"|"5  07/04/2565 -
คลิกเข้าร่วม"|"6  28/04/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%B8.21223&law_suit_year=2542&Law_Court_ID=010&deed_no=154610&addrno=15/638|2022-02-09 23:23:10.994020|13.91548971|100.55571076||nodetail
7863/2536|22/11|นนทบุรี 5/2565 - 1|199 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|17.0|920000.0|บางตลาด|ปากเกร็ด(ตลาดขวัญ)|นนทบุรี|10|105577|75/350|1  13/01/2565 ถอนการยึด 13/01/2565|2  03/02/2565 ถอนการยึด 03/02/2565|3  24/02/2565 ถอนการยึด 24/02/2565|4  17/03/2565 ถอนการยึด 17/03/2565|5  07/04/2565 ถอนการยึด 07/04/2565|6  28/04/2565 ถอนการยึด 28/04/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=7863&law_suit_year=2536&Law_Court_ID=010&deed_no=105577&addrno=75/350|2022-02-09 23:23:13.428556|13.89274031|100.52024721||nodetail
7863/2536|22/12|นนทบุรี 5/2565 - 1|199 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|18.0|920000.0|บางตลาด|ปากเกร็ด(ตลาดขวัญ)|นนทบุรี|10|105578|75/350|1  13/01/2565 ถอนการยึด 13/01/2565|2  03/02/2565 ถอนการยึด 03/02/2565|3  24/02/2565 ถอนการยึด 24/02/2565|4  17/03/2565 ถอนการยึด 17/03/2565|5  07/04/2565 ถอนการยึด 07/04/2565|6  28/04/2565 ถอนการยึด 28/04/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=7863&law_suit_year=2536&Law_Court_ID=010&deed_no=105578&addrno=75/350|2022-02-09 23:23:15.728592|13.89269465|100.52022687||nodetail
8575/2544|22/13|นนทบุรี 5/2565 - 1|200 - 1|ที่ดินว่างเปล่า|5|1|65.0|4654750.0|คลองขวาง|ไทรน้อย|นนทบุรี|10|19576|-|1  13/01/2565 งดขายส่งประกาศมิชอบ 13/01/2565|2  03/02/2565 งดขายไม่มีผู้สู้ราคา 03/02/2565|"3  24/02/2565 -
คลิกเข้าร่วม"|"4  17/03/2565 -
คลิกเข้าร่วม"|"5  07/04/2565 -
คลิกเข้าร่วม"|"6  28/04/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=8575&law_suit_year=2544&Law_Court_ID=010&deed_no=19576&addrno=-|2022-02-09 23:23:19.554045|14.03567752|100.32049171||nodetail
12689/2538|22/14|นนทบุรี 5/2565 - 1|201 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|15.0|705000.0|ละหาร|บางบัวทอง|นนทบุรี|10|60767|143/144|1  13/01/2565 งดขายส่งประกาศมิชอบ 13/01/2565|2  03/02/2565 งดขายไม่มีผู้สู้ราคา 03/02/2565|"3  24/02/2565 -
คลิกเข้าร่วม"|"4  17/03/2565 -
คลิกเข้าร่วม"|"5  07/04/2565 -
คลิกเข้าร่วม"|"6  28/04/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=12689&law_suit_year=2538&Law_Court_ID=010&deed_no=60767&addrno=143/144|2022-02-09 23:23:24.588634|13.97876435|100.38603327||14000
13259/2541|22/15|นนทบุรี 5/2565 - 1|202 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|2|0.0|3450000.0|บางพูด|ปากเกร็ด|นนทบุรี|10|35754|88/32|1  13/01/2565 ขายได้ 13/01/2565|2  03/02/2565 ขายได้ 13/01/2565|3  24/02/2565 ขายได้ 13/01/2565|4  17/03/2565 ขายได้ 13/01/2565|5  07/04/2565 ขายได้ 13/01/2565|6  28/04/2565 ขายได้ 13/01/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=13259&law_suit_year=2541&Law_Court_ID=010&deed_no=35754&addrno=88/32|2022-02-09 23:23:27.010686|13.89432865|100.46874302||30000
169/2538|22/16|นนทบุรี 5/2565 - 1|203 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|18.8|753600.0|บางสีเมือง|เมืองนนทบุรี|นนทบุรี|108|209758|120/45|1  13/01/2565 งดขายส่งประกาศมิชอบ 13/01/2565|2  03/02/2565 ขายได้ 03/02/2565|3  24/02/2565 ขายได้ 03/02/2565|4  17/03/2565 ขายได้ 03/02/2565|5  07/04/2565 ขายได้ 03/02/2565|6  28/04/2565 ขายได้ 03/02/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=169&law_suit_year=2538&Law_Court_ID=108&deed_no=209758&addrno=120/45|2022-02-09 23:23:32.200818|13.83569431|100.47438644||22000
8269/2543|22/17|นนทบุรี 5/2565 - 1|204 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|17.0|2840000.0|ปากเกร็ด|ปากเกร็ด|นนทบุรี|11|157305|70/78|1  13/01/2565 งดขายส่งประกาศมิชอบ 13/01/2565|2  03/02/2565 ขายได้ 03/02/2565|3  24/02/2565 ขายได้ 03/02/2565|4  17/03/2565 ขายได้ 03/02/2565|5  07/04/2565 ขายได้ 03/02/2565|6  28/04/2565 ขายได้ 03/02/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=8269&law_suit_year=2543&Law_Court_ID=011&deed_no=157305&addrno=70/78|2022-02-09 23:23:37.003697|13.9115947|100.49824217||nodetail
ธ.22137/2542|22/18|นนทบุรี 5/2565 - 1|205 - 1|ห้องชุด|0|0|28.4|340800.0|บางพัง|ปากเกร็ด|นนทบุรี|10|9103|9/84|1  13/01/2565 งดขายส่งประกาศมิชอบ 13/01/2565|2  03/02/2565 งดขายไม่มีผู้สู้ราคา 03/02/2565|"3  24/02/2565 -
คลิกเข้าร่วม"|"4  17/03/2565 -
คลิกเข้าร่วม"|"5  07/04/2565 -
คลิกเข้าร่วม"|"6  28/04/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%B8.22137&law_suit_year=2542&Law_Court_ID=010&deed_no=9103&addrno=9/84|2022-02-09 23:23:39.600072|13.91295909|100.55480503||40000
ผบ.4646/2562|22/19|นนทบุรี 5/2565 - 1|206 - 1|ห้องชุด|0|0|30.0|336000.0|ปากเกร็ด|ปากเกร็ด|นนทบุรี|107|183138|135/84|1  13/01/2565 งดขาย 13/01/2565|2  03/02/2565 งดขาย 03/02/2565|3  24/02/2565 งดขาย 24/02/2565|4  17/03/2565 งดขาย 17/03/2565|5  07/04/2565 งดขาย 07/04/2565|6  28/04/2565 งดขาย 28/04/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.4646&law_suit_year=2562&Law_Court_ID=107&deed_no=183138&addrno=135/84|2022-02-09 23:23:42.760834|13.90891088|100.4947785||nodetail
ย.1493/2545|22/20|นนทบุรี 5/2565 - 1|207 - 1|ที่ดินว่างเปล่า|12|1|59.0|24795000.0|ไทรใหญ่|ไทรน้อย(บางบัวทอง)|นนทบุรี|101|23771|-|1  13/01/2565 งดขายส่งประกาศมิชอบ 13/01/2565|2  03/02/2565 งดขายไม่มีผู้สู้ราคา 03/02/2565|"3  24/02/2565 -
คลิกเข้าร่วม"|"4  17/03/2565 -
คลิกเข้าร่วม"|"5  07/04/2565 -
คลิกเข้าร่วม"|"6  28/04/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%C2.1493&law_suit_year=2545&Law_Court_ID=101&deed_no=23771&addrno=-|2022-02-09 23:23:51.803927|13.97305718|100.3266476||15000
9033/2544|22/21|นนทบุรี 5/2565 - 1|208 - 1|ที่ดินว่างเปล่า|1|3|4.0|6336000.0|บางรักพัฒนา|บางบัวทอง|นนทบุรี|11|22613|-|1  13/01/2565 งดขายส่งประกาศมิชอบ 13/01/2565|2  03/02/2565 งดขายไม่มีผู้สู้ราคา 03/02/2565|"3  24/02/2565 -
คลิกเข้าร่วม"|"4  17/03/2565 -
คลิกเข้าร่วม"|"5  07/04/2565 -
คลิกเข้าร่วม"|"6  28/04/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=9033&law_suit_year=2544&Law_Court_ID=011&deed_no=22613&addrno=-|2022-02-09 23:23:56.192866|13.90612356|100.40068685||9000
9033/2544|22/22|นนทบุรี 5/2565 - 1|208 - 2|ที่ดินว่างเปล่า|0|1|20.0|2160000.0|บางรักพัฒนา|บางบัวทอง|นนทบุรี|11|93370|-|1  13/01/2565 งดขายส่งประกาศมิชอบ 13/01/2565|2  03/02/2565 งดขายไม่มีผู้สู้ราคา 03/02/2565|"3  24/02/2565 -
คลิกเข้าร่วม"|"4  17/03/2565 -
คลิกเข้าร่วม"|"5  07/04/2565 -
คลิกเข้าร่วม"|"6  28/04/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=9033&law_suit_year=2544&Law_Court_ID=011&deed_no=93370&addrno=-|2022-02-09 23:23:59.884379|13.90587619|100.40040068||18000
ผบ.3043/2561|22/23|นนทบุรี 7/2565 - 1|1 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|17.5|1146037.5|ปลายบาง|บางกรวย|นนทบุรี|101|31266|119/23|"1  03/03/2565 -
คลิกเข้าร่วม"|"2  24/03/2565 -
คลิกเข้าร่วม"|"3  12/04/2565 -
คลิกเข้าร่วม"|"4  05/05/2565 -
คลิกเข้าร่วม"|"5  26/05/2565 -
คลิกเข้าร่วม"|"6  16/06/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.3043&law_suit_year=2561&Law_Court_ID=101&deed_no=31266&addrno=119/23|2022-02-09 23:24:01.986289|13.81512838|100.40350373||18000
ผบ.93/2556|22/24|นนทบุรี 7/2565 - 1|2 - 1|ห้องชุด|0|0|27.75|305250.0|บางกรวย (บ้านล่ม)|บางกรวย (บางใหญ่)|นนทบุรี|17|28904|126/66|"1  03/03/2565 -
คลิกเข้าร่วม"|"2  24/03/2565 -
คลิกเข้าร่วม"|"3  12/04/2565 -
คลิกเข้าร่วม"|"4  05/05/2565 -
คลิกเข้าร่วม"|"5  26/05/2565 -
คลิกเข้าร่วม"|"6  16/06/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.93&law_suit_year=2556&Law_Court_ID=017&deed_no=28904&addrno=126/66|2022-02-09 23:24:04.407984|13.80872252|100.42796014||20000
ผบ.5732/2563|22/25|นนทบุรี 7/2565 - 1|3 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|63.8|2656875.0|พิมลราช|บางบัวทอง|นนทบุรี|121|185244|213/25|1  03/03/2565 ถอนการยึด 03/03/2565|2  24/03/2565 ถอนการยึด 24/03/2565|3  12/04/2565 ถอนการยึด 12/04/2565|4  05/05/2565 ถอนการยึด 05/05/2565|5  26/05/2565 ถอนการยึด 26/05/2565|6  16/06/2565 ถอนการยึด 16/06/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.5732&law_suit_year=2563&Law_Court_ID=121&deed_no=185244&addrno=213/25|2022-02-09 23:24:08.357926|13.93393559|100.3570057||nodetail
ผบ.11665/2563|22/26|นนทบุรี 7/2565 - 1|5 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|18.8|1371680.0|ศาลากลาง|บางกรวย|นนทบุรี|121|39417|57/268|"1  03/03/2565 -
คลิกเข้าร่วม"|"2  24/03/2565 -
คลิกเข้าร่วม"|"3  12/04/2565 -
คลิกเข้าร่วม"|"4  05/05/2565 -
คลิกเข้าร่วม"|"5  26/05/2565 -
คลิกเข้าร่วม"|"6  16/06/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.11665&law_suit_year=2563&Law_Court_ID=121&deed_no=39417&addrno=57/268|2022-02-09 23:24:10.672759|13.8094901|100.38900383||22000
ผบE.407/2563|22/27|นนทบุรี 7/2565 - 1|7 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|16.0|1052408.0|บางคูรัด|บางบัวทอง|นนทบุรี|121|94443|64/473|"1  03/03/2565 -
คลิกเข้าร่วม"|"2  24/03/2565 -
คลิกเข้าร่วม"|"3  12/04/2565 -
คลิกเข้าร่วม"|"4  05/05/2565 -
คลิกเข้าร่วม"|"5  26/05/2565 -
คลิกเข้าร่วม"|"6  16/06/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BAE.407&law_suit_year=2563&Law_Court_ID=121&deed_no=94443&addrno=64/473|2022-02-09 23:24:14.003752|13.92334384|100.3699952||16000
ผบ.8891/2563|22/28|นนทบุรี 7/2565 - 1|8 - 1|ห้องชุด|0|0|31.98|1842048.0|คลองเกลือ|ปากเกร็ด(ตลาดขวัญ),ปากเกร็ด|นนทบุรี|121|1056,17243,42969|77/90|"1  03/03/2565 -
คลิกเข้าร่วม"|"2  24/03/2565 -
คลิกเข้าร่วม"|"3  12/04/2565 -
คลิกเข้าร่วม"|"4  05/05/2565 -
คลิกเข้าร่วม"|"5  26/05/2565 -
คลิกเข้าร่วม"|"6  16/06/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.8891&law_suit_year=2563&Law_Court_ID=121&deed_no=1056,%2017243,%2042969&addrno=77/90|2022-02-09 23:24:16.934191|13.95899763|100.47527872||5600
ผบ.15108/2563|22/29|นนทบุรี 7/2565 - 1|9 - 1|ห้องชุด|0|0|23.05|1074130.0|บางรักพัฒนา|บางบัวทอง|นนทบุรี|121|14891,178897(%BA%D2%A7%CA%E8%C7%B9)|8/853|1  03/03/2565 ถอนการยึด 03/03/2565|2  24/03/2565 ถอนการยึด 24/03/2565|3  12/04/2565 ถอนการยึด 12/04/2565|4  05/05/2565 ถอนการยึด 05/05/2565|5  26/05/2565 ถอนการยึด 26/05/2565|6  16/06/2565 ถอนการยึด 16/06/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.15108&law_suit_year=2563&Law_Court_ID=121&deed_no=14891,%20178897%20(%BA%D2%A7%CA%E8%C7%B9)&addrno=8/853|2022-02-09 23:24:19.939653|13.8902785|100.40365283||9000
ผบ.165/2558|22/30|นนทบุรี 7/2565 - 1|10 - 1|ที่ดินว่างเปล่า|0|0|80.0|260000.0|บ้านใหม่|บางใหญ่|นนทบุรี|701|117228|-|1  03/03/2565 งดขาย 03/03/2565|2  24/03/2565 งดขาย 24/03/2565|3  12/04/2565 งดขาย 12/04/2565|4  05/05/2565 งดขาย 05/05/2565|5  26/05/2565 งดขาย 26/05/2565|6  16/06/2565 งดขาย 16/06/2565|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.165&law_suit_year=2558&Law_Court_ID=701&deed_no=117228&addrno=-|2022-02-09 23:24:24.822452|13.84905714|100.3218428||nodetail
ผบ.165/2558|22/31|นนทบุรี 7/2565 - 1|10 - 2|ที่ดินว่างเปล่า|0|1|19.4|388050.0|บ้านใหม่|บางใหญ่|นนทบุรี|701|70728|-|1  03/03/2565 -|2  24/03/2565 โจทก์แถลงงดขาย 24/03/2565|"3  12/04/2565 -
คลิกเข้าร่วม"|"4  05/05/2565 -
คลิกเข้าร่วม"|"5  26/05/2565 -
คลิกเข้าร่วม"|"6  16/06/2565 โจทก์แถลงงดขาย 16/06/2565
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.165&law_suit_year=2558&Law_Court_ID=701&deed_no=70728&addrno=-|2022-02-09 23:24:26.780588|13.84901265|100.32171071||2500
ผบ.3352/2562|22/32|นนทบุรี 7/2565 - 1|11 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|21.0|1091880.0|บางบัวทอง|บางบัวทอง|นนทบุรี|121|126527|14/2555|"1  03/03/2565 -
คลิกเข้าร่วม"|"2  24/03/2565 -
คลิกเข้าร่วม"|"3  12/04/2565 -
คลิกเข้าร่วม"|"4  05/05/2565 -
คลิกเข้าร่วม"|"5  26/05/2565 -
คลิกเข้าร่วม"|"6  16/06/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.3352&law_suit_year=2562&Law_Court_ID=121&deed_no=126527&addrno=14/2555|2022-02-09 23:24:29.582775|13.93509845|100.40480619||18000
ผบ.40/2563|22/33|นนทบุรี 7/2565 - 1|12 - 1|ห้องชุด|0|0|31.91|411639.0|บางพูด|ปากเกร็ด|นนทบุรี|121|41510,41511,41514|134/8|"1  03/03/2565 -
คลิกเข้าร่วม"|"2  24/03/2565 -
คลิกเข้าร่วม"|"3  12/04/2565 -
คลิกเข้าร่วม"|"4  05/05/2565 -
คลิกเข้าร่วม"|"5  26/05/2565 -
คลิกเข้าร่วม"|"6  16/06/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.40&law_suit_year=2563&Law_Court_ID=121&deed_no=41510,%2041511,%2041514&addrno=134/8|2022-02-09 23:24:35.563571|13.9311557|100.51476637||15000
ผบ.13992/2563|22/34|นนทบุรี 7/2565 - 1|13 - 1|ที่ดินพร้อมสิ่งปลูกสร้าง|0|0|21.8|2020427.5|ท่าอิฐ|ปากเกร็ด|นนทบุรี|121|38306|90/837|"1  03/03/2565 -
คลิกเข้าร่วม"|"2  24/03/2565 -
คลิกเข้าร่วม"|"3  12/04/2565 -
คลิกเข้าร่วม"|"4  05/05/2565 -
คลิกเข้าร่วม"|"5  26/05/2565 -
คลิกเข้าร่วม"|"6  16/06/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BA.13992&law_suit_year=2563&Law_Court_ID=121&deed_no=38306&addrno=90/837|2022-02-09 23:24:37.507770|13.89706804|100.47159936||30000
ผบE.339/2563|22/35|นนทบุรี 7/2565 - 1|14 - 1|ห้องชุด|0|0|29.04|1954392.0|ไทรม้า|เมืองนนทบุรี|นนทบุรี|110|8843|159/500|"1  03/03/2565 -
คลิกเข้าร่วม"|"2  24/03/2565 -
คลิกเข้าร่วม"|"3  12/04/2565 -
คลิกเข้าร่วม"|"4  05/05/2565 -
คลิกเข้าร่วม"|"5  26/05/2565 -
คลิกเข้าร่วม"|"6  16/06/2565 -
คลิกเข้าร่วม"|http://asset.led.go.th/newbidreg/asset_open.asp?law_suit_no=%BC%BAE.339&law_suit_year=2563&Law_Court_ID=110&deed_no=8843&addrno=159/500|2022-02-09 23:24:41.033849|13.87091083|100.46969054||90000
